STIX ID,Type,Technique Name,Description,Short Description,Created,Modified,spec_version,Is Subtechnique,Parent Technique,Aliases,External References,External ID,URL
attack-pattern--ac37feaf-303f-49a5-b291-5a6827b498e1,attack-pattern,Precursor Chemical Procurement,"Criminals use proceeds from narcotics sales to buy key chemical inputs needed for manufacturing synthetic drugs, often focusing on fentanyl precursors sourced from suppliers or brokers—commonly located in the People’s Republic of China—to conceal both the illegal funds and final purpose of the procurement . They frequently rely on shell or front companies whose listed business activity obscures chemical purchases, and falsified invoices that disguise the nature of the goods or their true value. These transactions are layered across multiple accounts, sometimes making use of online payment processors, MSBs, or virtual assets. In some cases, criminal groups also exploit dark web channels to purchase precursor chemicals and equipment, rapidly converting virtual currency proceeds back into fiat to continue funding production . By intermixing illicit and legitimate funds through falsified documentation, hidden beneficial owners, and high-volume cross-border transfers, criminals effectively sustain and expand synthetic drug manufacturing while evading detection by financial institutions and law enforcement.","Adversaries typically exploit shell or front companies and falsified invoices to acquire precursor chemicals with illicit proceeds, concealing the true purpose and source of these funds. By layering transactions across multiple payment channels (including virtual assets) and intermingling legitimate and criminal revenues, they effectively sustain synthetic drug production while evading AML/CFT controls.",2025-04-02T13:25:49.040110+00:00,2025-04-02T13:25:49.040110+00:00,2.1,True,attack-pattern--aaee438d-8a58-4609-ac27-aed23d3a3e76,Precursor Chemical Procurement for Drug Manufacturing,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0142.001"",
    ""url"": ""https://framework.amltrix.com/techniques/T0142.001""
  }
]",T0142.001,https://framework.amltrix.com/techniques/T0142.001
attack-pattern--027c20d9-5c6b-4f16-8796-87d9331bc482,attack-pattern,Investment Companies,"Criminals create or acquire investment entities or private funds to blend illicit proceeds with legitimate capital under the guise of ordinary portfolio management, using shell structures or nominee owners to conceal beneficial ownership and circumvent AML measures . Many private funds are not subject to the same AML/CFT scrutiny as publicly offered or retail funds, creating regulatory gaps that can be exploited to hide or layer proceeds . By routing capital through multiple jurisdictions and employing complex vehicles such as special purpose entities, criminals obscure the funds’ origin and ownership, sometimes artificially inflating share prices to generate capital gains . Organized crime groups have also placed large sums from fraud or Ponzi schemes into hedge funds or private equity, commingling illicit and lawful assets . Repeated cross-border layering complicates investigations, and criminals ultimately claim redemptions or documented gains as seemingly legitimate returns . In some instances, they exploit varying oversight of private equity arrangements to minimize AML checks and disclosure requirements . Additionally, private investment companies in secrecy havens can frustrate efforts to identify beneficial owners, further enabling the concealment of illicit capital .","Adversaries commonly exploit investment companies or private funds by employing nominee ownership, shell structures, and cross-border layering to commingle illicit proceeds with legitimate capital under the veneer of standard portfolio management. They leverage regulatory blind spots, particularly in private equity and secrecy jurisdictions, to obscure beneficial ownership and claim seemingly legitimate gains or redemptions.",2025-04-02T13:25:49.085966+00:00,2025-04-02T13:25:49.085966+00:00,2.1,True,attack-pattern--5be12a77-5dad-4d94-955e-e594a0ba8e2e,Investment Company Creation for Money Transfer Bridging,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0061.003"",
    ""url"": ""https://framework.amltrix.com/techniques/T0061.003""
  }
]",T0061.003,https://framework.amltrix.com/techniques/T0061.003
attack-pattern--3c73d064-558a-44f9-bfd6-5a696e259842,attack-pattern,ATM Structuring,"Frequent, low-value ATM deposits or withdrawals are used to remain under reporting thresholds, with criminals spacing out transactions by time and location to avoid attracting suspicion. This variation of structuring, sometimes referred to as smurfing when multiple individuals (or “smurfs”) deposit funds in small increments, relies on ATMs that accept cash deposits, which have proven highly vulnerable to misuse . Industry findings indicate a displacement of suspected structuring activity from branch-based services to deposit-taking ATMs, further facilitated by daily deposit and withdrawal limits . By splitting funds into sub-threshold segments, launderers circumvent tighter in-person monitoring, rapidly converting illicit cash under the radar of formal financial controls.","Launderers may frequently deposit or withdraw sub-threshold sums at deposit-taking ATMs, often enlisting multiple “smurfs” and spreading out transactions to evade reporting requirements. By exploiting daily limits and circumventing in-person oversight, they swiftly move illicit funds into the financial system while avoiding enhanced scrutiny.",2025-04-02T13:25:49.120485+00:00,2025-04-02T13:25:49.120485+00:00,2.1,True,attack-pattern--bb258c00-9308-47de-aecc-0e1b1739616d,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0016.004"",
    ""url"": ""https://framework.amltrix.com/techniques/T0016.004""
  }
]",T0016.004,https://framework.amltrix.com/techniques/T0016.004
attack-pattern--ccdbd048-53a2-49cc-a68b-fb35908308a9,attack-pattern,Multi-Currency Swap,"Multi-Currency Swap, also known as Multiple Currency Conversions, Forex Layering, Cross-Currency Layering, or Currency Arbitrage, is a specialized layering method where criminals repeatedly exchange illicit funds among different fiat currencies and jurisdictions. By leveraging inconsistent AML controls or currency regulations, they create numerous transactional layers to obscure the true origin of funds. These rapid swaps also exploit arbitrage opportunities across various banking systems and currency corridors, further complicating detection efforts. Criminals exploit both licensed and unlicensed currency exchange offices to execute multiple cross-currency swaps, obscuring the origin of illicit proceeds by continually shifting denominations. They often divide or structure funds to avoid detection, then perform successive exchanges—sometimes in collusion with complicit operators who overlook suspicious transaction patterns . By exploiting lax AML controls or inadequate customer due diligence, launderers can convert large sums to different fiat currencies, fragment funds further across multiple accounts or intermediaries, and then reconsolidate under newly formed chains . In many cases, they deliberately seek out exchange services or money changers where controls are weak or non-existent, enabling them to circumvent restrictions and compliance obligations . After each conversion, the launderers may transfer or wire proceeds to additional accounts, repeating the cycle of layering and making each transaction more difficult to trace. This fundamental layering approach relies on the rapid turnover of multiple currencies, often across multiple jurisdictions, to break the trail of illicit assets. Moreover, informal networks and subtechniques such as multi-currency swap chains or cross-border arbitrage scenarios allow criminals to exploit regulatory gaps and fragment the link to the initial crime, making downstream detection even more challenging. In practice, once the funds are exchanged among multiple denominations, tracing their origin becomes increasingly difficult, especially when smaller transfers are structured and distributed through multiple providers . Cross-border money transfer services, in particular, are considered inherently more vulnerable to repeated layering efforts, as oversight can vary widely and create opportunities for criminals to remain below detection thresholds .","Adversaries typically exploit multi-currency swaps by repeatedly exchanging illicit funds between different fiat currencies and jurisdictions—leveraging inconsistent AML controls and regulatory loopholes—to fragment transaction trails, obscure origins, and evade detection. By continually shifting denominations through complicit or weakly regulated currency services, launderers create numerous transactional layers that further complicate detection and frustrate traditional investigative efforts.",2025-04-02T13:25:49.154212+00:00,2025-04-02T13:25:49.154212+00:00,2.1,True,attack-pattern--b47553a0-7086-4387-be7d-dcd9ee87789c,Multiple Currency Conversions; Forex Layering; Cross-Currency Layering; Currency Arbitrage,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0115.002"",
    ""url"": ""https://framework.amltrix.com/techniques/T0115.002""
  }
]",T0115.002,https://framework.amltrix.com/techniques/T0115.002
attack-pattern--4b5f123d-415b-40a7-a906-1011f62482cc,attack-pattern,Peer-to-Peer (P2P) Transfers,"Peer-to-peer (P2P) transfers are the direct exchange of funds or digital assets among individuals or entities using mobile apps, online payment platforms, or decentralized channels . Criminals exploit minimal onboarding requirements, weak or nonexistent KYC checks, and limited transaction monitoring to conceal the source and ownership of illicit funds . They may employ multiple pseudonymous or unhosted wallets to fragment proceeds, transacting across numerous user accounts and creating opacity that hinders investigative tracing . Many unregistered or lightly regulated P2P exchangers operate informally and advertise on social media or online classifieds, further hampering AML compliance . In some jurisdictions, this resembles hawala-style networks, bypassing formal monitoring by moving funds between regulated and unregulated endpoints . Criminals often add layering steps, such as mixing or cross-chain conversions, to obscure transaction trails . Rapid, repeated transfers across different platforms or payment channels enable them to layer proceeds and evade detection . The decentralized or partially decentralized nature of P2P environments fosters anonymity, and poorly enforced regulations in certain high-risk corridors incentivize using these discreet pathways for laundering illicit funds .","Adversaries commonly exploit the minimal onboarding and weak KYC in P2P channels to fragment and layer illicit proceeds across multiple pseudonymous wallets and unregulated endpoints, thereby obscuring fund origins and hampering AML detection. They may also leverage informal or cross-chain conversions and repeated rapid transfers to evade oversight and shield illicit transactions from investigative tracing.",2025-04-02T13:25:49.188215+00:00,2025-04-02T13:25:49.188215+00:00,2.1,True,attack-pattern--aed33372-df71-45a5-baef-b3cd7be16b46,Peer-to-Peer (P2P) Exchange Providers; P2P Marketplace; Decentralized Exchange; P2P Exchange; P2P Transfer,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0134.001"",
    ""url"": ""https://framework.amltrix.com/techniques/T0134.001""
  }
]",T0134.001,https://framework.amltrix.com/techniques/T0134.001
attack-pattern--a1ef5a7d-9d45-42ad-aa73-657796662c1d,attack-pattern,Chip Dumping,"Chip dumping is a collusive gambling practice where one or more players deliberately lose chips to a designated recipient, effectively transferring illicit funds under the guise of normal betting. By coordinating through physical table games (such as poker, blackjack, or roulette) or online platforms, criminals obscure the true ownership of the money, which eventually appears as legitimate winnings upon cash-out . They may structure these transfers gradually through multiple small bets over a longer period or execute high-value losses right after buy-in, complicating detection . In online settings, chip dumping commonly relies on minimal KYC measures, and launderers may even combine it with stolen credit cards—depositing funds into one account, then systematically losing to another conspirator’s account . Criminals can further mask activity by using multiple accounts, e-wallets, or mobile payment methods to make rapid chip transfers and quickly withdraw the laundered winnings . Jurisdictions with weaker oversight and easily accessible online gambling sites are particularly vulnerable, allowing organizers to replicate this technique at scale across numerous platforms .","Launderers typically exploit chip dumping by deliberately losing chips to designated coconspirators in either physical or online gambling venues, effectively passing illicit funds off as legitimate game winnings. They often leverage minimal KYC requirements and multiple accounts to layer transactions and obscure the original source before cashing out proceeds.",2025-04-02T13:25:49.222596+00:00,2025-04-02T13:25:49.222596+00:00,2.1,True,attack-pattern--2f77e99c-92a3-43f3-ae65-ec012c38b0f2,Chip Passing; Chip Transfer,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0107.003"",
    ""url"": ""https://framework.amltrix.com/techniques/T0107.003""
  }
]",T0107.003,https://framework.amltrix.com/techniques/T0107.003
attack-pattern--65f5d579-6c51-4013-8803-93b3a8bb2974,attack-pattern,All-Cash Real Estate Transactions,"All-cash real estate transactions involve purchasing property with significant amounts of physical currency or other liquid instruments, deliberately bypassing banks and lenders requiring standard due diligence or record-keeping. Adversaries exploit these deals to disguise illicit funds by avoiding mortgage-based source-of-funds checks, often structuring cash payments below reporting thresholds or obscuring ownership through shell companies and third parties. In many jurisdictions, all-cash transactions comprise up to 25 percent of residential purchases—and in some areas exceed 50 percent—greatly expanding opportunities to layer illegal proceeds. The absence of financing scrutiny, combined with unexplained or unverified funding sources, opaque ownership structures, and complex commercial real estate arrangements, significantly increases exposure to money laundering risks .","Adversaries typically exploit all-cash real estate purchases to circumvent standard financial institution due diligence, often structuring payments below reporting thresholds or leveraging shell companies and third parties to obscure funding sources and beneficial ownership, thereby layering illicit proceeds and evading detection.",2025-04-02T13:25:49.257430+00:00,2025-04-02T13:25:49.257430+00:00,2.1,True,attack-pattern--93c8933a-1096-4b7c-ad7c-d5adeb82fa67,Real Estate Cash Transactions,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0010.005"",
    ""url"": ""https://framework.amltrix.com/techniques/T0010.005""
  }
]",T0010.005,https://framework.amltrix.com/techniques/T0010.005
attack-pattern--fc26341f-3e10-4a95-addb-3fae5e35c04c,attack-pattern,Sector-Specific Document Manipulation,"This subtechnique involves forging or fabricating industry-specific paperwork (for example, permits, licenses, or compliance certificates) to legitimize otherwise illicit operations. Criminals exploit detailed sector regulations (such as environmental or pharmaceutical requirements) to obscure their illicit activities, real ownership, or ultimate source of funds. By appearing compliant with specialized oversight, they evade or dilute scrutiny and maintain cover for illegal transactions. Document forgeries may include altered or entirely fictitious transport and harvesting permits in commodities sectors (for example, illegal logging)  or fabricated medical product licenses when trading falsified pharmaceuticals . These tactics enable criminal actors to circumvent official controls, misrepresent the purpose of business activities, and shield the true beneficiaries of illegal proceeds.","Adversaries may forge or fabricate specialized permits or licenses to project compliance with stringent sector regulations, thereby concealing illicit ownership structures or sources of funds. By mimicking legitimate oversight processes, they undermine AML/CFT controls and divert attention from illegal transactions.",2025-04-02T13:25:49.291507+00:00,2025-04-02T13:25:49.291507+00:00,2.1,True,attack-pattern--5d0aece7-7e0c-4d67-a351-96d6fc6359ef,Industry-Specific Document Manipulation,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0012.003"",
    ""url"": ""https://framework.amltrix.com/techniques/T0012.003""
  }
]",T0012.003,https://framework.amltrix.com/techniques/T0012.003
attack-pattern--58cde7f3-8df8-4024-bad6-f9ce883dcf06,attack-pattern,DeFi Transactions,"Criminals tap decentralized finance (DeFi) protocols to repeatedly swap or stake tokens, taking advantage of automated market makers, liquidity pools, and yield platforms . They often employ decentralized aggregators to chain-hop or shift illicit proceeds across multiple blockchains , exploiting high-liquidity token pairs to avoid market slumps and obscure transaction trails . Transactions commonly blend with high-volume legitimate activity, frustrating attempts to isolate illicit flows. The pseudonymous nature and self-custody model—where users hold their own private keys—further reduces regulated intermediaries, limiting KYC data and complicating AML detection .","Launderers typically exploit DeFi protocols by repeatedly swapping or staking tokens, often using decentralized aggregators to chain-hop across multiple blockchains, thereby obscuring transaction trails. They capitalize on high-liquidity token pairs and the self-custody model to blend illicit proceeds with legitimate activity, reducing regulatory oversight and undermining KYC-based AML measures.",2025-04-02T13:25:49.326230+00:00,2025-04-02T13:25:49.326230+00:00,2.1,True,attack-pattern--a2e3a3fb-ae71-4861-bfdf-277f71993fe6,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0067.004"",
    ""url"": ""https://framework.amltrix.com/techniques/T0067.004""
  }
]",T0067.004,https://framework.amltrix.com/techniques/T0067.004
attack-pattern--615704cc-1246-45df-b94e-177334ad81c7,attack-pattern,High-Denomination Currency Transport,"Criminals physically carry large-value banknotes (for example, €500 or CHF 1000) across borders to reduce the bulk and weight of illicit funds . A cache of smaller-denomination notes that might weigh 15–20 kg and fill a sports bag can be compressed into the equivalent value in €500 bills weighing roughly 0.6 kg and fitting in a single envelope, greatly simplifying concealment . Investigations show that some money service businesses knowingly supply large-denomination notes to criminals, further enabling stealth transport outside formal banking channels . Although certain jurisdictions have restricted or ceased issuing high-denomination notes, demand remains high in areas with weak oversight or through complicit exchange services, allowing offenders to continue discreetly moving large sums undetected .","Launderers typically exploit high-denomination currency transport by carrying large-value banknotes across borders to minimize the physical bulk and weight of illicit funds, enabling low-profile smuggling outside formal banking channels. They may further rely on complicit money service businesses and weakly regulated jurisdictions to discreetly sustain these operations undetected.",2025-04-02T13:25:49.360533+00:00,2025-04-02T13:25:49.360533+00:00,2.1,True,attack-pattern--cf2ed31e-10b9-4940-973b-b31766f839e3,High-Denomination Currency Utilization,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0065.002"",
    ""url"": ""https://framework.amltrix.com/techniques/T0065.002""
  }
]",T0065.002,https://framework.amltrix.com/techniques/T0065.002
attack-pattern--dcc7c476-8dd8-42e5-a84b-cb4a6a9d78b3,attack-pattern,Insurance Policy Overfunding,"Criminals overfund insurance policies with illicit money, then request refunds, partial surrenders, or early withdrawals disguised as legitimate policy disbursements . They often target single-premium or investment-linked policies that permit large or repeated premium payments and flexible redemption options, moving illicit funds in and out while incurring early-withdrawal penalties that are considered acceptable costs of layering . By routing these transactions through formal insurance providers and presenting disbursements as routine overpayment refunds or surrenders, criminals effectively mask the true origin of the funds and ease their eventual integration into the legitimate financial system.","Adversaries typically exploit insurance products by overfunding policies with illicit proceeds, then withdrawing or surrendering those funds under the guise of legitimate disbursements, thereby masking their origins and enabling layered integration into the financial system.",2025-04-02T13:25:49.394790+00:00,2025-04-02T13:25:49.394790+00:00,2.1,True,attack-pattern--d5573877-caf4-461b-8839-3b634f0465f1,Overpayment Claims,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0090.002"",
    ""url"": ""https://framework.amltrix.com/techniques/T0090.002""
  }
]",T0090.002,https://framework.amltrix.com/techniques/T0090.002
attack-pattern--1fea6df4-01f2-41bd-a23c-2af1e663eea4,attack-pattern,Cross-Platform Trading,"Criminals may shuttle value between different virtual worlds—or between a single game and external sites—while bypassing official channels. They often employ grey-market RMT sites to buy or sell entire accounts, rare items, or characters outside any legitimate platform, as well as cross-game currency exchanges through third-party intermediaries subject to inconsistent AML controls. Additionally, criminals may exploit limited identity checks during account or item ownership transfers, for example by “gifting” an account to a purported friend. Recent research shows that blockchain-based interoperability can further obfuscate transactional trails by allowing movement of assets, currency, or tokens from one game ecosystem to another, forming a seamless “cross-platform” environment that criminals can use to layer illicit proceeds . These combined methods enable them to funnel and disguise funds across multiple platforms or third-party brokers before finally converting the assets back into fiat, complicating detection efforts and impeding straightforward AML oversight.","Adversaries typically exploit cross-platform trading by shuttling digital assets across multiple virtual worlds, grey-market RMT sites, and blockchain-based channels—often bypassing official oversight and limited identity checks—to layer illicit funds and obscure their origins.",2025-04-02T13:25:49.428731+00:00,2025-04-02T13:25:49.428731+00:00,2.1,True,attack-pattern--4a496c8b-9d2b-4cb5-a7ad-45d3a7b1a669,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0066.002"",
    ""url"": ""https://framework.amltrix.com/techniques/T0066.002""
  }
]",T0066.002,https://framework.amltrix.com/techniques/T0066.002
attack-pattern--be11d076-c508-4049-9c01-cfdeeffdd949,attack-pattern,Cryptojacking,"Using malware or unauthorized code to hijack another party’s computing resources and secretly mine cryptocurrency. Criminals often embed malicious scripts, trojans, or other malware-based components in legitimate websites, emails, or software to deploy hidden cryptomining code . They may also rely on social engineering tactics to increase the likelihood of successful installation . By exploiting victims’ processing power, they generate newly minted digital assets at minimal cost. The resulting proceeds, once aggregated in unregulated wallets or platforms, typically bypass initial AML checks until conversion points. Criminals then launder these funds by rapidly exchanging them into fiat currencies or other digital assets, concealing their origins and integrating them into licit financial channels.","Adversaries typically embed malicious cryptomining code into legitimate websites, emails, or software to surreptitiously harness victims’ computing power and generate newly minted cryptocurrency at minimal overhead; they then exploit unregulated platforms or rapid exchanges to obscure transaction provenance, thus circumventing AML controls.",2025-04-02T13:25:49.456826+00:00,2025-04-02T13:25:49.456826+00:00,2.1,True,attack-pattern--108a6bee-029a-448e-8774-02387dc6e9b4,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0020.002"",
    ""url"": ""https://framework.amltrix.com/techniques/T0020.002""
  }
]",T0020.002,https://framework.amltrix.com/techniques/T0020.002
attack-pattern--146bbca5-3881-4c62-bd65-9f907d2fc1c4,attack-pattern,Export Overvaluation,"Export overvaluation involves declaring export shipments at prices far exceeding legitimate market value to create, transfer, or disguise illicit proceeds. Criminals commonly file exaggerated VAT or export-related tax rebate claims, thereby generating an unwarranted profit margin or camouflaging the true origin of funds . They may also collaborate with complicit importers, issuing inflated export invoices so that foreign payments exceed actual production costs and then routing the surplus as laundered proceeds to third parties . In some cases, export incentives are exploited: by inflating invoice values, fraudsters collect larger remittances than justified, effectively claiming taxpayer-funded support for nonexistent sales . Researchers have identified substantial mispriced trade flows—sometimes amounting to billions in outflows—indicating that overvalued exports are widely abused to evade taxes and layer illicit monies . Criminals further leverage cross-border regulatory gaps, using shell entities and complex shipping arrangements to mask inflated export prices and validate suspicious funds as legitimate trade revenues .","Adversaries may file inflated export invoices and claim exaggerated tax or rebate returns, thereby channeling surplus funds as illicit proceeds and concealing their true origin under the guise of legitimate trade.",2025-04-02T13:25:49.496557+00:00,2025-04-02T13:25:49.496557+00:00,2.1,True,attack-pattern--f3bacfce-146e-406d-a812-ec3117d06d05,Exportaciones De Bienes Sobrevalorados; Overvalued Exports; Export Fraud,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0147.004"",
    ""url"": ""https://framework.amltrix.com/techniques/T0147.004""
  }
]",T0147.004,https://framework.amltrix.com/techniques/T0147.004
attack-pattern--3f04c962-a05d-4f96-90b7-5c7c6f7be691,attack-pattern,Casino Chip Conversions,"Criminals convert illicit funds into casino chips or credits, engage in minimal or staged gambling play, and then redeem the balances to appear as legitimate winnings . They often exploit these chip-based transactions to obscure the original source of funds, for instance by feeding smaller banknotes into slot machines and requesting higher-denomination payouts or vouchers (commonly called TITO tickets), thereby eluding scrutiny . Some schemes involve forged receipts or buying winning tickets from legitimate gamblers at a premium, enabling launderers to document false gains instead of disclosing the true criminal origin . In other instances, proceeds (e.g., from drug trafficking) are directly exchanged for chips and later cashed out as purported gambling profits, even though actual wagering may be minimal . These techniques allow criminals to transform illicit cash into apparently lawful proceeds under the guise of normal casino activity.","Launderers may convert illicit funds into casino chips or credits, engage in minimal gambling, and then redeem those balances as purported winnings, exploiting chip and voucher transactions to mask the true origin of their criminal proceeds.",2025-04-02T13:25:49.531563+00:00,2025-04-02T13:25:49.531563+00:00,2.1,True,attack-pattern--2f77e99c-92a3-43f3-ae65-ec012c38b0f2,Casino-Based Approaches,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0107.006"",
    ""url"": ""https://framework.amltrix.com/techniques/T0107.006""
  }
]",T0107.006,https://framework.amltrix.com/techniques/T0107.006
attack-pattern--e974a326-bbd3-478b-8a8f-46636afedd01,attack-pattern,Insider Facilitation,"Insider Facilitation involves employees or other insiders within a financial institution abusing their legitimate roles to conceal illegal transactions. Through bribery, collusion, or personal involvement, they override AML checks, falsify internal records, selectively disable monitoring, or otherwise exploit their privileged access to bypass established controls. Common indicators include frequent (and undocumented) manual overrides of automated alerts, unauthorized exemptions from normal due diligence requirements, reluctance to take vacations (to avoid detection), and sudden changes in lifestyle or financial status . An insider, even if initially trusted, can effectively pose the same money laundering threat as an unscrupulous customer by circumventing AML protocols altogether—especially if they are co-opted or corrupted . Effective countermeasures emphasize robust Know Your Employee (KYE) programs, continuous monitoring of high-risk roles, well-segregated duties, regular AML-themed staff training, and formal reporting channels that enable early identification of insider collusion or compliance sabotage.","Adversaries typically exploit Insider Facilitation by colluding with or bribing financial institution employees to manipulate or bypass AML checks, selectively disable transaction monitoring, and falsify records, thereby exploiting high-level access to conceal illicit transactions despite established controls.",2025-04-02T13:25:49.564982+00:00,2025-04-02T13:25:49.564982+00:00,2.1,False,,Insider Bribery; Employee Collusion; Insider Infiltration; Insider Facilitation; Corrupt Insider; Manipulation of Internal Controls,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0021"",
    ""url"": ""https://framework.amltrix.com/techniques/T0021""
  }
]",T0021,https://framework.amltrix.com/techniques/T0021
attack-pattern--36037108-4afc-4db1-be8f-642e91ef5bd6,attack-pattern,Cooperative or Mutual Institution Deposits,"Criminals exploit the lighter oversight and weaker compliance frameworks of cooperatives and mutual institutions to deposit and invest illicit proceeds . These membership-based entities often require minimal documentation or rely on philanthropic or community missions, enabling bad actors to disguise deposits as legitimate member activities, shares, or mutual benefits . By spreading funds across primary, secondary, or tertiary member accounts or using “hub-and-spoke” layering, criminals obscure transaction trails and impede detection . Many cooperatives are oriented toward self-help and mutual assistance, but this focus on member welfare can reduce KYC rigor, creating an environment where individuals deliberately infiltrate governance structures . Some jurisdictions have assessed the overall ML/TF risk in mutual banking as medium, reflecting vulnerabilities tied to these membership-based operating models . Once laundered funds pass through such channels, they appear legitimate within the broader financial system, highlighting the ongoing susceptibility of cooperatives, building societies, credit unions, and other mutual structures where oversight and risk controls remain insufficiently enforced .","Adversaries typically exploit the lighter oversight and membership-based nature of cooperatives and mutual institutions by depositing illicit proceeds as ostensibly legitimate member transactions, shares, or benefits, while spreading or layering funds across multiple accounts. They may also leverage weaker KYC processes and even infiltrate governance structures, obscuring transaction trails and facilitating the laundering process.",2025-04-02T13:25:49.564982+00:00,2025-04-02T13:25:49.564982+00:00,2.1,False,,Cooperative and Mutual Exploitation,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0120"",
    ""url"": ""https://framework.amltrix.com/techniques/T0120""
  }
]",T0120,https://framework.amltrix.com/techniques/T0120
attack-pattern--27a7a9c3-b622-43f4-90fe-c6cdaa668707,attack-pattern,Diamond-based Trade Transactions,"Criminals exploit the opaque pricing, portability, and complex global supply chains of diamonds to move illicit funds across borders. By forging import documents, rotating small shipments of cut or polished stones across multiple jurisdictions (such as India, Singapore, Dubai, and the US), and artificially inflating declared values through repeated re-export, they secure renewed lines of trade financing and obscure the illicit origin of proceeds  . In some producing regions, the same parcels are systematically re-valued at each intermediate step, occasionally raising official transaction amounts by more than 50%, which complicates due diligence . Diamonds’ high liquidity and subjective valuation further enable rapid asset conversion and facilitate layering, especially when combined with alternative remittance channels like hawala, making it challenging for investigators and regulators to detect or trace transactions across multiple financial institutions and jurisdictions .","Launderers typically exploit diamonds’ opaque pricing, portability, and complex global supply chains by forging import documents, rotating shipments across multiple jurisdictions, and repeatedly inflating declared values to secure renewed trade financing and obscure illicit proceeds. Their high liquidity and subjective valuation further facilitate rapid asset conversion and layering, hindering effective due diligence and detection.",2025-04-02T13:25:49.564982+00:00,2025-04-02T13:25:49.564982+00:00,2.1,True,attack-pattern--5ba5c16f-8067-4a0b-bcde-a4138591eae8,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0055.002"",
    ""url"": ""https://framework.amltrix.com/techniques/T0055.002""
  }
]",T0055.002,https://framework.amltrix.com/techniques/T0055.002
attack-pattern--044f7d70-8cb2-4c13-b311-fc64a5ead583,attack-pattern,Charitable and Non-Profit Organizations,"Criminals launder illicit funds by abusing charitable or non-profit entities (including philanthropic or educational organizations) under the guise of legitimate donations or grants, exploiting the credibility and limited oversight these entities often enjoy . Investigations reveal that illicit actors may deliberately establish new non-profits or infiltrate existing ones, embedding associates among staff or management to directly siphon donations and misappropriate resources . In certain cases, up to eight freshly created non-profits were discovered to be operated by terrorist groups, with additional legitimately registered entities later exploited. Criminals frequently integrate cross-border transfers, cryptocurrency donations, and complex documentation to disguise the true fund origin, particularly in jurisdictions lacking robust AML controls or governance . They also capitalize on tax-exempt status or charitable incentives, enabling enhanced anonymity and further complicating detection by authorities. Through layering tactics, such as dispersing funds across multiple projects, criminals effectively obscure beneficial ownership and disrupt traditional KYC processes, making early intervention and investigation more challenging.","Adversaries could establish or infiltrate charitable entities, exploiting their tax-exempt status and limited oversight to funnel illicit funds under the appearance of legitimate donations and grants, often using cross-border transactions and cryptocurrency to disguise true fund origins and disrupt traditional KYC processes.",2025-04-02T13:25:49.599984+00:00,2025-04-02T13:25:49.599984+00:00,2.1,False,,Charitable and Non-Profit Organizations,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0019"",
    ""url"": ""https://framework.amltrix.com/techniques/T0019""
  }
]",T0019,https://framework.amltrix.com/techniques/T0019
